WEEK,YEAR,DAY,DATE,AMT_PLT_DELIVERED,AMT_TRK,AMT_WGS_TO_GER,AMT_WGH_WGS_TO_GER,AMT_LOADED_PLT_AUS,AMT_WGS_TO_AUS,AMT_WGH_WGS_TO_AUS,AMT_PLT_FROM_GER,AMT_TRK_OUTBOUND,AMT_WGS_FROM_GER,WGS_ON_TIME_FROM_GER,AMT_WGH_WGS_FROM_GER,PLT_DES,PLT_DES_CUS,PLT_DES_OWN,AMT_PLT_RTN
15,2019,Thursday,"Thursday, April 11, 2019",301,6,5,0,40,1,0,0,0,0,NULL,0,0,0,0,0
15,2019,Friday,"Friday, April 12, 2019",433,9,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
15,2019,Saturday,"Saturday, April 13, 2019",389,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
15,2019,Sunday,"Sunday, April 14, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2019,Monday,"Monday, April 15, 2019",439,10,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2019,Tuesday,"Tuesday, April 16, 2019",479,8,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2019,Wednesday,"Wednesday, April 17, 2019",460,10,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2019,Thursday,"Thursday, April 18, 2019",348,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2019,Friday,"Friday, April 19, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2019,Saturday,"Saturday, April 20, 2019",311,6,5,0,40,1,0,0,0,0,NULL,0,0,0,0,0
16,2019,Sunday,"Sunday, April 21, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2019,Monday,"Monday, April 22, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2019,Tuesday,"Tuesday, April 23, 2019",770,15,12,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2019,Wednesday,"Wednesday, April 24, 2019",88,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2019,Thursday,"Thursday, April 25, 2019",197,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2019,Friday,"Friday, April 26, 2019",339,9,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2019,Saturday,"Saturday, April 27, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2019,Sunday,"Sunday, April 28, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2019,Monday,"Monday, April 29, 2019",499,10,9,0,38,1,0,0,0,0,NULL,0,0,0,0,0
18,2019,Tuesday,"Tuesday, April 30, 2019",38,2,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2019,Wednesday,"Wednesday, May 1, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2019,Thursday,"Thursday, May 2, 2019",117,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2019,Friday,"Friday, May 3, 2019",193,7,5,0,38,1,0,0,0,0,NULL,0,0,0,0,0
18,2019,Saturday,"Saturday, May 4, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2019,Sunday,"Sunday, May 5, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2019,Monday,"Monday, May 6, 2019",118,4,3,0,39,1,0,0,0,0,NULL,0,0,0,0,0
19,2019,Tuesday,"Tuesday, May 7, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2019,Wednesday,"Wednesday, May 8, 2019",142,3,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2019,Thursday,"Thursday, May 9, 2019",194,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2019,Friday,"Friday, May 10, 2019",347,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2019,Saturday,"Saturday, May 11, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2019,Sunday,"Sunday, May 12, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2019,Monday,"Monday, May 13, 2019",324,8,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2019,Tuesday,"Tuesday, May 14, 2019",235,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2019,Wednesday,"Wednesday, May 15, 2019",203,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2019,Thursday,"Thursday, May 16, 2019",175,3,3,0,38,1,0,0,0,0,NULL,0,0,0,0,0
20,2019,Friday,"Friday, May 17, 2019",98,2,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2019,Saturday,"Saturday, May 18, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2019,Sunday,"Sunday, May 19, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2019,Monday,"Monday, May 20, 2019",192,7,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2019,Tuesday,"Tuesday, May 21, 2019",158,5,4,0,38,1,0,0,0,0,NULL,0,0,0,0,0
21,2019,Wednesday,"Wednesday, May 22, 2019",181,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2019,Thursday,"Thursday, May 23, 2019",148,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2019,Friday,"Friday, May 24, 2019",226,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2019,Saturday,"Saturday, May 25, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2019,Sunday,"Sunday, May 26, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2019,Monday,"Monday, May 27, 2019",266,7,4,0,42,1,0,0,0,0,NULL,0,0,0,0,0
22,2019,Tuesday,"Tuesday, May 28, 2019",73,1,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2019,Wednesday,"Wednesday, May 29, 2019",53,1,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2019,Thursday,"Thursday, May 30, 2019",0,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2019,Friday,"Friday, May 31, 2019",314,6,5,0,38,1,0,0,0,0,NULL,0,0,0,0,0
22,2019,Saturday,"Saturday, June 1, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2019,Sunday,"Sunday, June 2, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2019,Monday,"Monday, June 3, 2019",637,12,10,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2019,Tuesday,"Tuesday, June 4, 2019",460,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2019,Wednesday,"Wednesday, June 5, 2019",276,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2019,Thursday,"Thursday, June 6, 2019",147,3,2,0,39,1,0,0,0,0,NULL,0,0,0,0,0
23,2019,Friday,"Friday, June 7, 2019",354,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2019,Saturday,"Saturday, June 8, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2019,Sunday,"Sunday, June 9, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2019,Monday,"Monday, June 10, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2019,Tuesday,"Tuesday, June 11, 2019",674,14,11,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2019,Wednesday,"Wednesday, June 12, 2019",534,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2019,Thursday,"Thursday, June 13, 2019",246,5,4,0,40,1,0,0,0,0,NULL,0,0,0,0,0
24,2019,Friday,"Friday, June 14, 2019",272,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2019,Saturday,"Saturday, June 15, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2019,Sunday,"Sunday, June 16, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2019,Monday,"Monday, June 17, 2019",575,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2019,Tuesday,"Tuesday, June 18, 2019",425,9,7,0,39,1,0,0,0,0,NULL,0,0,0,0,0
25,2019,Wednesday,"Wednesday, June 19, 2019",196,5,3,0,40,1,0,0,0,0,NULL,0,0,0,0,0
25,2019,Thursday,"Thursday, June 20, 2019",328,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2019,Friday,"Friday, June 21, 2019",479,7,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2019,Saturday,"Saturday, June 22, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2019,Sunday,"Sunday, June 23, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2019,Monday,"Monday, June 24, 2019",597,12,10,0,39,1,0,0,0,0,NULL,0,0,0,0,0
26,2019,Tuesday,"Tuesday, June 25, 2019",281,6,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2019,Wednesday,"Wednesday, June 26, 2019",362,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2019,Thursday,"Thursday, June 27, 2019",0,0,0,0,35,1,0,0,0,0,NULL,0,0,0,0,0
26,2019,Friday,"Friday, June 28, 2019",37,2,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2019,Saturday,"Saturday, June 29, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2019,Sunday,"Sunday, June 30, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2019,Monday,"Monday, July 1, 2019",431,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2019,Tuesday,"Tuesday, July 2, 2019",208,5,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2019,Wednesday,"Wednesday, July 3, 2019",196,3,3,0,39,1,0,0,0,0,NULL,0,0,0,0,0
27,2019,Thursday,"Thursday, July 4, 2019",188,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2019,Friday,"Friday, July 5, 2019",254,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2019,Saturday,"Saturday, July 6, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2019,Sunday,"Sunday, July 7, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2019,Monday,"Monday, July 8, 2019",519,12,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2019,Tuesday,"Tuesday, July 9, 2019",498,9,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2019,Wednesday,"Wednesday, July 10, 2019",149,4,3,0,38,1,0,0,0,0,NULL,0,0,0,0,0
28,2019,Thursday,"Thursday, July 11, 2019",333,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2019,Friday,"Friday, July 12, 2019",266,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2019,Saturday,"Saturday, July 13, 2019",285,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2019,Sunday,"Sunday, July 14, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2019,Monday,"Monday, July 15, 2019",531,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2019,Tuesday,"Tuesday, July 16, 2019",421,10,8,0,39,1,0,0,0,0,NULL,0,0,0,0,0
29,2019,Wednesday,"Wednesday, July 17, 2019",385,9,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2019,Thursday,"Thursday, July 18, 2019",279,7,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2019,Friday,"Friday, July 19, 2019",415,11,8,0,42,1,0,0,0,0,NULL,0,0,0,0,0
29,2019,Saturday,"Saturday, July 20, 2019",295,6,5,0,41,1,0,0,0,0,NULL,0,0,0,0,0
29,2019,Sunday,"Sunday, July 21, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2019,Monday,"Monday, July 22, 2019",475,12,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2019,Tuesday,"Tuesday, July 23, 2019",386,9,7,0,39,1,0,0,0,0,NULL,0,0,0,0,0
30,2019,Wednesday,"Wednesday, July 24, 2019",378,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2019,Thursday,"Thursday, July 25, 2019",483,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2019,Friday,"Friday, July 26, 2019",423,10,8,0,39,1,0,0,0,0,NULL,0,0,0,0,0
30,2019,Saturday,"Saturday, July 27, 2019",285,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2019,Sunday,"Sunday, July 28, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2019,Monday,"Monday, July 29, 2019",515,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2019,Tuesday,"Tuesday, July 30, 2019",361,9,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2019,Wednesday,"Wednesday, July 31, 2019",550,10,8,0,38,1,0,0,0,0,NULL,0,0,0,0,0
31,2019,Thursday,"Thursday, August 1, 2019",476,10,8,0,40,1,0,0,0,0,NULL,0,0,0,0,0
31,2019,Friday,"Friday, August 2, 2019",97,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2019,Saturday,"Saturday, August 3, 2019",281,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2019,Sunday,"Sunday, August 4, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2019,Monday,"Monday, August 5, 2019",705,15,12,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2019,Tuesday,"Tuesday, August 6, 2019",565,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2019,Wednesday,"Wednesday, August 7, 2019",500,10,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2019,Thursday,"Thursday, August 8, 2019",450,10,8,0,40,1,0,0,0,0,NULL,0,0,0,0,0
32,2019,Friday,"Friday, August 9, 2019",500,12,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2019,Saturday,"Saturday, August 10, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2019,Sunday,"Sunday, August 11, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2019,Monday,"Monday, August 12, 2019",682,13,11,0,40,1,0,0,0,0,NULL,0,0,0,0,0
33,2019,Tuesday,"Tuesday, August 13, 2019",426,10,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2019,Wednesday,"Wednesday, August 14, 2019",208,7,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2019,Thursday,"Thursday, August 15, 2019",217,6,5,0,40,1,0,0,0,0,NULL,0,0,0,0,0
33,2019,Friday,"Friday, August 16, 2019",118,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2019,Saturday,"Saturday, August 17, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2019,Sunday,"Sunday, August 18, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
34,2019,Monday,"Monday, August 19, 2019",356,11,8,0,40,1,0,0,0,0,NULL,0,0,0,0,0
34,2019,Tuesday,"Tuesday, August 20, 2019",0,0,0,0,41,1,0,0,0,0,NULL,0,0,0,0,0
34,2019,Wednesday,"Wednesday, August 21, 2019",341,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
34,2019,Thursday,"Thursday, August 22, 2019",253,7,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
34,2019,Friday,"Friday, August 23, 2019",221,6,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
34,2019,Saturday,"Saturday, August 24, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
34,2019,Sunday,"Sunday, August 25, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
35,2019,Monday,"Monday, August 26, 2019",346,9,7,0,41,1,0,0,0,0,NULL,0,0,0,0,0
35,2019,Tuesday,"Tuesday, August 27, 2019",131,3,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
35,2019,Wednesday,"Wednesday, August 28, 2019",82,3,2,0,42,1,0,0,0,0,NULL,0,0,0,0,0
35,2019,Thursday,"Thursday, August 29, 2019",159,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
35,2019,Friday,"Friday, August 30, 2019",85,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
35,2019,Saturday,"Saturday, August 31, 2019",242,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
35,2019,Sunday,"Sunday, September 1, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
36,2019,Monday,"Monday, September 2, 2019",386,10,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
36,2019,Tuesday,"Tuesday, September 3, 2019",286,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
36,2019,Wednesday,"Wednesday, September 4, 2019",294,6,5,0,42,1,0,0,0,0,NULL,0,0,0,0,0
36,2019,Thursday,"Thursday, September 5, 2019",302,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
36,2019,Friday,"Friday, September 6, 2019",64,2,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
36,2019,Saturday,"Saturday, September 7, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
36,2019,Sunday,"Sunday, September 8, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
37,2019,Monday,"Monday, September 9, 2019",196,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
37,2019,Tuesday,"Tuesday, September 10, 2019",121,5,3,0,41,1,0,0,0,0,NULL,0,0,0,0,0
37,2019,Wednesday,"Wednesday, September 11, 2019",326,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
37,2019,Thursday,"Thursday, September 12, 2019",253,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
37,2019,Friday,"Friday, September 13, 2019",284,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
37,2019,Saturday,"Saturday, September 14, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
37,2019,Sunday,"Sunday, September 15, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
38,2019,Monday,"Monday, September 16, 2019",507,11,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
38,2019,Tuesday,"Tuesday, September 17, 2019",491,9,7,0,47,1,0,0,0,0,NULL,0,0,0,0,0
38,2019,Wednesday,"Wednesday, September 18, 2019",255,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
38,2019,Thursday,"Thursday, September 19, 2019",273,7,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
38,2019,Friday,"Friday, September 20, 2019",326,7,6,0,38,1,0,0,0,0,NULL,0,0,0,0,0
38,2019,Saturday,"Saturday, September 21, 2019",214,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
38,2019,Sunday,"Sunday, September 22, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
39,2019,Monday,"Monday, September 23, 2019",313,8,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
39,2019,Tuesday,"Tuesday, September 24, 2019",184,5,4,0,41,1,0,0,0,0,NULL,0,0,0,0,0
39,2019,Wednesday,"Wednesday, September 25, 2019",203,3,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
39,2019,Thursday,"Thursday, September 26, 2019",279,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
39,2019,Friday,"Friday, September 27, 2019",141,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
39,2019,Saturday,"Saturday, September 28, 2019",290,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
39,2019,Sunday,"Sunday, September 29, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
40,2019,Monday,"Monday, September 30, 2019",416,9,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
40,2019,Tuesday,"Tuesday, October 1, 2019",116,2,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
40,2019,Wednesday,"Wednesday, October 2, 2019",353,9,8,0,42,1,0,0,0,0,NULL,0,0,0,0,0
40,2019,Thursday,"Thursday, October 3, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
40,2019,Friday,"Friday, October 4, 2019",307,8,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
40,2019,Saturday,"Saturday, October 5, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
40,2019,Sunday,"Sunday, October 6, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
41,2019,Monday,"Monday, October 7, 2019",593,12,10,0,0,0,0,0,0,0,NULL,0,0,0,0,0
41,2019,Tuesday,"Tuesday, October 8, 2019",271,8,6,0,42,1,0,0,0,0,NULL,0,0,0,0,0
41,2019,Wednesday,"Wednesday, October 9, 2019",129,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
41,2019,Thursday,"Thursday, October 10, 2019",225,7,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
41,2019,Friday,"Friday, October 11, 2019",259,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
41,2019,Saturday,"Saturday, October 12, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
41,2019,Sunday,"Sunday, October 13, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
42,2019,Monday,"Monday, October 14, 2019",339,7,5,0,40,1,0,0,0,0,NULL,0,0,0,0,0
42,2019,Tuesday,"Tuesday, October 15, 2019",201,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
42,2019,Wednesday,"Wednesday, October 16, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
42,2019,Thursday,"Thursday, October 17, 2019",76,4,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
42,2019,Friday,"Friday, October 18, 2019",253,5,5,0,38,1,0,0,0,0,NULL,0,0,0,0,0
42,2019,Saturday,"Saturday, October 19, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
42,2019,Sunday,"Sunday, October 20, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
43,2019,Monday,"Monday, October 21, 2019",551,12,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
43,2019,Tuesday,"Tuesday, October 22, 2019",371,8,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
43,2019,Wednesday,"Wednesday, October 23, 2019",341,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
43,2019,Thursday,"Thursday, October 24, 2019",232,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
43,2019,Friday,"Friday, October 25, 2019",258,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
43,2019,Saturday,"Saturday, October 26, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
43,2019,Sunday,"Sunday, October 27, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
44,2019,Monday,"Monday, October 28, 2019",446,9,7,0,40,1,0,0,0,0,NULL,0,0,0,0,0
44,2019,Tuesday,"Tuesday, October 29, 2019",185,5,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
44,2019,Wednesday,"Wednesday, October 30, 2019",350,8,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
44,2019,Thursday,"Thursday, October 31, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
44,2019,Friday,"Friday, November 1, 2019",538,10,10,0,0,0,0,0,0,0,NULL,0,0,0,0,0
44,2019,Saturday,"Saturday, November 2, 2019",273,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
44,2019,Sunday,"Sunday, November 3, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
45,2019,Monday,"Monday, November 4, 2019",400,10,7,0,40,1,0,0,0,0,NULL,0,0,0,0,0
45,2019,Tuesday,"Tuesday, November 5, 2019",270,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
45,2019,Wednesday,"Wednesday, November 6, 2019",266,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
45,2019,Thursday,"Thursday, November 7, 2019",181,4,3,0,40,1,0,0,0,0,NULL,0,0,0,0,0
45,2019,Friday,"Friday, November 8, 2019",128,3,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
45,2019,Saturday,"Saturday, November 9, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
45,2019,Sunday,"Sunday, November 10, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
46,2019,Monday,"Monday, November 11, 2019",240,8,6,0,38,1,0,0,0,0,NULL,0,0,0,0,0
46,2019,Tuesday,"Tuesday, November 12, 2019",80,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
46,2019,Wednesday,"Wednesday, November 13, 2019",80,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
46,2019,Thursday,"Thursday, November 14, 2019",79,3,2,0,40,1,0,0,0,0,NULL,0,0,0,0,0
46,2019,Friday,"Friday, November 15, 2019",82,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
46,2019,Saturday,"Saturday, November 16, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
46,2019,Sunday,"Sunday, November 17, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
47,2019,Monday,"Monday, November 18, 2019",249,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
47,2019,Tuesday,"Tuesday, November 19, 2019",350,6,5,0,39,1,0,0,0,0,NULL,0,0,0,0,0
47,2019,Wednesday,"Wednesday, November 20, 2019",451,9,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
47,2019,Thursday,"Thursday, November 21, 2019",269,6,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
47,2019,Friday,"Friday, November 22, 2019",468,10,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
47,2019,Saturday,"Saturday, November 23, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
47,2019,Sunday,"Sunday, November 24, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
48,2019,Monday,"Monday, November 25, 2019",544,9,8,0,40,1,0,0,0,0,NULL,0,0,0,0,0
48,2019,Tuesday,"Tuesday, November 26, 2019",26,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
48,2019,Wednesday,"Wednesday, November 27, 2019",125,3,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
48,2019,Thursday,"Thursday, November 28, 2019",119,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
48,2019,Friday,"Friday, November 29, 2019",42,2,1,0,39,1,0,0,0,0,NULL,0,0,0,0,0
48,2019,Saturday,"Saturday, November 30, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
48,2019,Sunday,"Sunday, December 1, 2019",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
49,2019,Monday,"Monday, December 2, 2019",480,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
49,2019,Tuesday,"Tuesday, December 3, 2019",399,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
