WEEK,YEAR,DAY,DATE,AMT_PLT_DELIVERED,AMT_TRK,AMT_WGS_TO_GER,AMT_WGH_WGS_TO_GER,AMT_LOADED_PLT_AUS,AMT_WGS_TO_AUS,AMT_WGH_WGS_TO_AUS,AMT_PLT_FROM_GER,AMT_TRK_OUTBOUND,AMT_WGS_FROM_GER,WGS_ON_TIME_FROM_GER,AMT_WGH_WGS_FROM_GER,PLT_DES,PLT_DES_CUS,PLT_DES_OWN,AMT_PLT_RTN
53,2016,Friday,"Friday, January 1, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
53,2016,Saturday,"Saturday, January 2, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
53,2016,Sunday,"Sunday, January 3, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
1,2016,Monday,"Monday, January 4, 2016",124,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
1,2016,Tuesday,"Tuesday, January 5, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
1,2016,Wednesday,"Wednesday, January 6, 2016",114,3,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
1,2016,Thursday,"Thursday, January 7, 2016",164,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
1,2016,Friday,"Friday, January 8, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
1,2016,Saturday,"Saturday, January 9, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
1,2016,Sunday,"Sunday, January 10, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
2,2016,Monday,"Monday, January 11, 2016",350,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
2,2016,Tuesday,"Tuesday, January 12, 2016",302,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
2,2016,Wednesday,"Wednesday, January 13, 2016",215,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
2,2016,Thursday,"Thursday, January 14, 2016",234,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
2,2016,Friday,"Friday, January 15, 2016",234,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
2,2016,Saturday,"Saturday, January 16, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
2,2016,Sunday,"Sunday, January 17, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
3,2016,Monday,"Monday, January 18, 2016",372,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
3,2016,Tuesday,"Tuesday, January 19, 2016",228,8,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
3,2016,Wednesday,"Wednesday, January 20, 2016",247,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
3,2016,Thursday,"Thursday, January 21, 2016",96,2,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
3,2016,Friday,"Friday, January 22, 2016",122,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
3,2016,Saturday,"Saturday, January 23, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
3,2016,Sunday,"Sunday, January 24, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
4,2016,Monday,"Monday, January 25, 2016",328,10,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
4,2016,Tuesday,"Tuesday, January 26, 2016",267,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
4,2016,Wednesday,"Wednesday, January 27, 2016",153,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
4,2016,Thursday,"Thursday, January 28, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
4,2016,Friday,"Friday, January 29, 2016",76,2,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
4,2016,Saturday,"Saturday, January 30, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
4,2016,Sunday,"Sunday, January 31, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
5,2016,Monday,"Monday, February 1, 2016",397,11,10,0,0,0,0,0,0,0,NULL,0,0,0,0,0
5,2016,Tuesday,"Tuesday, February 2, 2016",228,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
5,2016,Wednesday,"Wednesday, February 3, 2016",84,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
5,2016,Thursday,"Thursday, February 4, 2016",78,2,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
5,2016,Friday,"Friday, February 5, 2016",190,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
5,2016,Saturday,"Saturday, February 6, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
5,2016,Sunday,"Sunday, February 7, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
6,2016,Monday,"Monday, February 8, 2016",408,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
6,2016,Tuesday,"Tuesday, February 9, 2016",251,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
6,2016,Wednesday,"Wednesday, February 10, 2016",268,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
6,2016,Thursday,"Thursday, February 11, 2016",158,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
6,2016,Friday,"Friday, February 12, 2016",360,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
6,2016,Saturday,"Saturday, February 13, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
6,2016,Sunday,"Sunday, February 14, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
7,2016,Monday,"Monday, February 15, 2016",321,10,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
7,2016,Tuesday,"Tuesday, February 16, 2016",323,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
7,2016,Wednesday,"Wednesday, February 17, 2016",353,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
7,2016,Thursday,"Thursday, February 18, 2016",331,0,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
7,2016,Friday,"Friday, February 19, 2016",120,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
7,2016,Saturday,"Saturday, February 20, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
7,2016,Sunday,"Sunday, February 21, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
8,2016,Monday,"Monday, February 22, 2016",326,10,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
8,2016,Tuesday,"Tuesday, February 23, 2016",270,7,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
8,2016,Wednesday,"Wednesday, February 24, 2016",299,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
8,2016,Thursday,"Thursday, February 25, 2016",271,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
8,2016,Friday,"Friday, February 26, 2016",197,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
8,2016,Saturday,"Saturday, February 27, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
8,2016,Sunday,"Sunday, February 28, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
9,2016,Monday,"Monday, February 29, 2016",487,10,10,0,0,0,0,0,0,0,NULL,0,0,0,0,0
9,2016,Tuesday,"Tuesday, March 1, 2016",383,8,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
9,2016,Wednesday,"Wednesday, March 2, 2016",220,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
9,2016,Thursday,"Thursday, March 3, 2016",173,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
9,2016,Friday,"Friday, March 4, 2016",239,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
9,2016,Saturday,"Saturday, March 5, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
9,2016,Sunday,"Sunday, March 6, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
10,2016,Monday,"Monday, March 7, 2016",532,11,11,0,0,0,0,0,0,0,NULL,0,0,0,0,0
10,2016,Tuesday,"Tuesday, March 8, 2016",435,10,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
10,2016,Wednesday,"Wednesday, March 9, 2016",420,9,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
10,2016,Thursday,"Thursday, March 10, 2016",275,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
10,2016,Friday,"Friday, March 11, 2016",505,11,11,0,0,0,0,0,0,0,NULL,0,0,0,0,0
10,2016,Saturday,"Saturday, March 12, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
10,2016,Sunday,"Sunday, March 13, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
11,2016,Monday,"Monday, March 14, 2016",350,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
11,2016,Tuesday,"Tuesday, March 15, 2016",294,7,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
11,2016,Wednesday,"Wednesday, March 16, 2016",44,2,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
11,2016,Thursday,"Thursday, March 17, 2016",88,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
11,2016,Friday,"Friday, March 18, 2016",173,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
11,2016,Saturday,"Saturday, March 19, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
11,2016,Sunday,"Sunday, March 20, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
12,2016,Monday,"Monday, March 21, 2016",179,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
12,2016,Tuesday,"Tuesday, March 22, 2016",53,1,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
12,2016,Wednesday,"Wednesday, March 23, 2016",138,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
12,2016,Thursday,"Thursday, March 24, 2016",368,8,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
12,2016,Friday,"Friday, March 25, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
12,2016,Saturday,"Saturday, March 26, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
12,2016,Sunday,"Sunday, March 27, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
13,2016,Monday,"Monday, March 28, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
13,2016,Tuesday,"Tuesday, March 29, 2016",480,11,10,0,0,0,0,0,0,0,NULL,0,0,0,0,0
13,2016,Wednesday,"Wednesday, March 30, 2016",346,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
13,2016,Thursday,"Thursday, March 31, 2016",271,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
13,2016,Friday,"Friday, April 1, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
13,2016,Saturday,"Saturday, April 2, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
13,2016,Sunday,"Sunday, April 3, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
14,2016,Monday,"Monday, April 4, 2016",521,11,11,0,0,0,0,0,0,0,NULL,0,0,0,0,0
14,2016,Tuesday,"Tuesday, April 5, 2016",221,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
14,2016,Wednesday,"Wednesday, April 6, 2016",171,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
14,2016,Thursday,"Thursday, April 7, 2016",251,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
14,2016,Friday,"Friday, April 8, 2016",439,11,10,0,0,0,0,0,0,0,NULL,0,0,0,0,0
14,2016,Saturday,"Saturday, April 9, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
14,2016,Sunday,"Sunday, April 10, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
15,2016,Monday,"Monday, April 11, 2016",348,11,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
15,2016,Tuesday,"Tuesday, April 12, 2016",621,13,13,0,0,0,0,0,0,0,NULL,0,0,0,0,0
15,2016,Wednesday,"Wednesday, April 13, 2016",292,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
15,2016,Thursday,"Thursday, April 14, 2016",165,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
15,2016,Friday,"Friday, April 15, 2016",458,12,11,0,0,0,0,0,0,0,NULL,0,0,0,0,0
15,2016,Saturday,"Saturday, April 16, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
15,2016,Sunday,"Sunday, April 17, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2016,Monday,"Monday, April 18, 2016",200,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2016,Tuesday,"Tuesday, April 19, 2016",298,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2016,Wednesday,"Wednesday, April 20, 2016",254,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2016,Thursday,"Thursday, April 21, 2016",228,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2016,Friday,"Friday, April 22, 2016",86,2,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2016,Saturday,"Saturday, April 23, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
16,2016,Sunday,"Sunday, April 24, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2016,Monday,"Monday, April 25, 2016",236,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2016,Tuesday,"Tuesday, April 26, 2016",280,6,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2016,Wednesday,"Wednesday, April 27, 2016",208,7,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2016,Thursday,"Thursday, April 28, 2016",156,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2016,Friday,"Friday, April 29, 2016",120,3,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2016,Saturday,"Saturday, April 30, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
17,2016,Sunday,"Sunday, May 1, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2016,Monday,"Monday, May 2, 2016",280,9,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2016,Tuesday,"Tuesday, May 3, 2016",228,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2016,Wednesday,"Wednesday, May 4, 2016",228,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2016,Thursday,"Thursday, May 5, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2016,Friday,"Friday, May 6, 2016",320,10,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2016,Saturday,"Saturday, May 7, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
18,2016,Sunday,"Sunday, May 8, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2016,Monday,"Monday, May 9, 2016",327,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2016,Tuesday,"Tuesday, May 10, 2016",262,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2016,Wednesday,"Wednesday, May 11, 2016",222,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2016,Thursday,"Thursday, May 12, 2016",270,5,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2016,Friday,"Friday, May 13, 2016",237,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2016,Saturday,"Saturday, May 14, 2016",142,3,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
19,2016,Sunday,"Sunday, May 15, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2016,Monday,"Monday, May 16, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2016,Tuesday,"Tuesday, May 17, 2016",417,10,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2016,Wednesday,"Wednesday, May 18, 2016",293,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2016,Thursday,"Thursday, May 19, 2016",297,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2016,Friday,"Friday, May 20, 2016",350,7,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2016,Saturday,"Saturday, May 21, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
20,2016,Sunday,"Sunday, May 22, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2016,Monday,"Monday, May 23, 2016",332,7,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2016,Tuesday,"Tuesday, May 24, 2016",38,3,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2016,Wednesday,"Wednesday, May 25, 2016",343,8,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2016,Thursday,"Thursday, May 26, 2016",226,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2016,Friday,"Friday, May 27, 2016",84,1,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2016,Saturday,"Saturday, May 28, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
21,2016,Sunday,"Sunday, May 29, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2016,Monday,"Monday, May 30, 2016",369,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2016,Tuesday,"Tuesday, May 31, 2016",219,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2016,Wednesday,"Wednesday, June 1, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2016,Thursday,"Thursday, June 2, 2016",181,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2016,Friday,"Friday, June 3, 2016",177,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2016,Saturday,"Saturday, June 4, 2016",181,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
22,2016,Sunday,"Sunday, June 5, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2016,Monday,"Monday, June 6, 2016",288,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2016,Tuesday,"Tuesday, June 7, 2016",173,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2016,Wednesday,"Wednesday, June 8, 2016",218,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2016,Thursday,"Thursday, June 9, 2016",222,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2016,Friday,"Friday, June 10, 2016",290,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2016,Saturday,"Saturday, June 11, 2016",191,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
23,2016,Sunday,"Sunday, June 12, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2016,Monday,"Monday, June 13, 2016",208,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2016,Tuesday,"Tuesday, June 14, 2016",220,4,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2016,Wednesday,"Wednesday, June 15, 2016",192,4,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2016,Thursday,"Thursday, June 16, 2016",137,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2016,Friday,"Friday, June 17, 2016",222,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2016,Saturday,"Saturday, June 18, 2016",102,2,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
24,2016,Sunday,"Sunday, June 19, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2016,Monday,"Monday, June 20, 2016",454,9,10,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2016,Tuesday,"Tuesday, June 21, 2016",104,2,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2016,Wednesday,"Wednesday, June 22, 2016",52,1,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2016,Thursday,"Thursday, June 23, 2016",222,4,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2016,Friday,"Friday, June 24, 2016",241,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2016,Saturday,"Saturday, June 25, 2016",243,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
25,2016,Sunday,"Sunday, June 26, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2016,Monday,"Monday, June 27, 2016",358,8,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2016,Tuesday,"Tuesday, June 28, 2016",291,6,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2016,Wednesday,"Wednesday, June 29, 2016",229,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2016,Thursday,"Thursday, June 30, 2016",190,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2016,Friday,"Friday, July 1, 2016",167,5,4,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2016,Saturday,"Saturday, July 2, 2016",196,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
26,2016,Sunday,"Sunday, July 3, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2016,Monday,"Monday, July 4, 2016",295,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2016,Tuesday,"Tuesday, July 5, 2016",338,9,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2016,Wednesday,"Wednesday, July 6, 2016",218,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2016,Thursday,"Thursday, July 7, 2016",203,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2016,Friday,"Friday, July 8, 2016",127,3,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2016,Saturday,"Saturday, July 9, 2016",237,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
27,2016,Sunday,"Sunday, July 10, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2016,Monday,"Monday, July 11, 2016",228,7,6,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2016,Tuesday,"Tuesday, July 12, 2016",342,10,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2016,Wednesday,"Wednesday, July 13, 2016",191,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2016,Thursday,"Thursday, July 14, 2016",114,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2016,Friday,"Friday, July 15, 2016",76,2,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2016,Saturday,"Saturday, July 16, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
28,2016,Sunday,"Sunday, July 17, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2016,Monday,"Monday, July 18, 2016",441,8,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2016,Tuesday,"Tuesday, July 19, 2016",288,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2016,Wednesday,"Wednesday, July 20, 2016",306,10,8,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2016,Thursday,"Thursday, July 21, 2016",231,6,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2016,Friday,"Friday, July 22, 2016",68,3,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2016,Saturday,"Saturday, July 23, 2016",202,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
29,2016,Sunday,"Sunday, July 24, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2016,Monday,"Monday, July 25, 2016",348,10,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2016,Tuesday,"Tuesday, July 26, 2016",114,4,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2016,Wednesday,"Wednesday, July 27, 2016",193,6,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2016,Thursday,"Thursday, July 28, 2016",197,5,5,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2016,Friday,"Friday, July 29, 2016",438,13,11,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2016,Saturday,"Saturday, July 30, 2016",266,8,7,0,0,0,0,0,0,0,NULL,0,0,0,0,0
30,2016,Sunday,"Sunday, July 31, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2016,Monday,"Monday, August 1, 2016",88,0,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2016,Tuesday,"Tuesday, August 2, 2016",88,0,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2016,Wednesday,"Wednesday, August 3, 2016",88,0,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2016,Thursday,"Thursday, August 4, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2016,Friday,"Friday, August 5, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2016,Saturday,"Saturday, August 6, 2016",44,0,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
31,2016,Sunday,"Sunday, August 7, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2016,Monday,"Monday, August 8, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2016,Tuesday,"Tuesday, August 9, 2016",88,0,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2016,Wednesday,"Wednesday, August 10, 2016",88,0,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2016,Thursday,"Thursday, August 11, 2016",44,0,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2016,Friday,"Friday, August 12, 2016",44,0,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2016,Saturday,"Saturday, August 13, 2016",44,0,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
32,2016,Sunday,"Sunday, August 14, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2016,Monday,"Monday, August 15, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2016,Tuesday,"Tuesday, August 16, 2016",88,0,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2016,Wednesday,"Wednesday, August 17, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2016,Thursday,"Thursday, August 18, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2016,Friday,"Friday, August 19, 2016",88,0,2,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2016,Saturday,"Saturday, August 20, 2016",44,0,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
33,2016,Sunday,"Sunday, August 21, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
34,2016,Monday,"Monday, August 22, 2016",0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0
34,2016,Tuesday,"Tuesday, August 23, 2016",132,0,3,0,0,0,0,0,0,0,NULL,0,0,0,0,0
34,2016,Wednesday,"Wednesday, August 24, 2016",44,0,1,0,0,0,0,0,0,0,NULL,0,0,0,0,0
